artist,attack,cardClass,collectible,cost,dbfId,flavor,health,howToEarnGolden,id,mechanics,name,race,races,rarity,set,text,type,collectionText,referencedTags,spellSchool,elite,runeCost,targetingArrowText,armor,classes,heroPowerDbfId,hasDiamondSkin,durability,faction,spellDamage,overload,howToEarn,countAsCopyOfDbfId,techLevel,isMiniSet,hideStats,rarity_cn,total_stats,expected_stats,efficiency,class_cn
C. Gariba and R. Zanchetin,2.0,NEUTRAL,True,1,115938,她教会了小动物两件事：自驭和治愈。,2.0,,EDR_971,['TRIGGER_VISUAL'],小动物看护者,,,COMMON,EMERALD_DREAM,在你的回合结束时，为双方英雄各恢复#3点生命值。,MINION,,,,,,,,,,,,,,,,,,,,普通,4.0,3.1243967724653157,1.2802471297023479,中立
Edgar Hidalgo,6.0,NEUTRAL,True,8,117511,我们各走各的，鹿。,11.0,,EDR_978,"['DEATHRATTLE', 'TAUNT']",踏青驼鹿,BEAST,['BEAST'],COMMON,EMERALD_DREAM,<b>嘲讽</b>。<b>亡语：</b>将一张踏青驼鹿置于你的牌库底，其法力值消耗为（1）点。,MINION,,,,,,,,,,,,,,,,,,,,普通,17.0,13.811434994021205,1.230864135939465,中立
Stefan Bogdasarov,5.0,NEUTRAL,True,5,117302,谁敢吸食古树？,5.0,,EDR_979,,昔时古树,,,EPIC,EMERALD_DREAM,<b>休眠</b>2回合。<b>休眠</b>状态下，在你的回合结束时，获得3点护甲值并抽一张牌。,MINION,,,,,,,,,,,,,,,,,,,,史诗,10.0,9.231275756211538,1.0832738902064758,中立
Matt Dixon,1.0,NEUTRAL,True,1,116256,“你又在啃树皮了！？作啮啊……”,1.0,,EDR_999,['BATTLECRY'],啮齿绿鳍鱼人,MURLOC,['MURLOC'],COMMON,EMERALD_DREAM,<b>战吼：</b>随机获取一张鱼人牌。,MINION,,,,,,,,,,,,,,,,,,,,普通,2.0,3.1243967724653157,0.6401235648511739,中立
Slawomir Maniak,4.0,,True,4,121057,我们不得不把这个随从的<b>亡语</b>分裂成两部分。,3.0,,END_002,"['DEATHRATTLE', 'REBORN']",邪恶荒裔怪,UNDEAD,['UNDEAD'],RARE,TIME_TRAVEL,<b>复生</b>。<b>亡语：</b>装备一把1/2的匕首。如果你已经装备了武器，改为使其获得+2攻击力。,MINION,,,,,,,,"['DEATHKNIGHT', 'ROGUE']",,,,,,,,,,True,,稀有,7.0,7.704556010274983,0.9085533274940997,
Luca Zontini,5.0,,True,7,121058,长眠之前切勿动怒。,4.0,,END_004,['BATTLECRY'],愤怒残魂,DEMON,"['UNDEAD', 'DEMON']",COMMON,TIME_TRAVEL,在本回合中每有一个随从死亡，本牌的法力值消耗便减少（1）点。<b>战吼：</b>抽两张牌。,MINION,,,,,,,,"['DEATHKNIGHT', 'DEMONHUNTER']",,,,,,,,,,True,,普通,9.0,12.284715248084652,0.7326177138215082,
Grafit,3.0,DEMONHUNTER,True,5,121063,以及下下下回合！下下下下回合！,5.0,,END_006,['BATTLECRY'],克罗妮卡,DRAGON,['DRAGON'],LEGENDARY,TIME_TRAVEL,<b>战吼：</b>使你的英雄在本回合，下回合以及下下回合中获得+3攻击力。,MINION,,,,True,,,,,,True,,,,,,,,True,,传说,8.0,9.231275756211538,0.8666191121651807,恶魔猎手
Melvin Chan,3.0,,True,3,121106,很遗憾，每一条时间线里都有这种脏东西。,4.0,,END_008,['TRIGGER_VISUAL'],永存蟑螂,BEAST,['BEAST'],RARE,TIME_TRAVEL,"在你使用你的英雄技能后，复原2个
法力水晶。",MINION,,,,,,,,"['DRUID', 'DEMONHUNTER']",,,,,,,,,,True,,稀有,7.0,6.177836264338427,1.1330827980028404,
Grafit,5.0,,True,6,121144,你这么一说，它的鳞片确实太亮了……,5.0,,END_010,['CHOOSE_ONE'],暮光时空撕裂者,DRAGON,['DRAGON'],RARE,TIME_TRAVEL,<b>抉择：</b>将所有其他随从的攻击力变为1；或者生命值变为1。,MINION,,,,,,,,"['DRUID', 'PALADIN']",,,,,,,,,,True,,稀有,10.0,10.757995502148095,0.9295411954767278,
Trent Kaniuga,3.0,,True,3,121153,不，戮屠，你也在内吗？,3.0,,END_013,"['BATTLECRY', 'DISCOVER']",戮屠末日巨口,BEAST,['BEAST'],RARE,TIME_TRAVEL,<b>战吼：</b><b>发现</b>一张具有<b>黑暗之赐</b>的法力值消耗为（1）的随从牌。,MINION,,,,,,,,"['HUNTER', 'PALADIN']",,,,,,,,,,True,,稀有,6.0,6.177836264338427,0.9712138268595775,
Uriah Voth,5.0,HUNTER,True,5,121157,时间流坍缩之后，各个时空的顶级捕猎者汇聚到了时光之末，搜寻着它们的终极美餐。,5.0,,END_015,['DEATHRATTLE'],三纪暴龙,BEAST,['BEAST'],RARE,TIME_TRAVEL,<b>延系，亡语：</b>随机获取一张<b>亡语</b>随从牌，其法力值消耗减少（2）点。,MINION,,,,,,,,,,,,,,,,,,True,,稀有,10.0,9.231275756211538,1.0832738902064758,猎人
Slawomir Maniak,5.0,WARLOCK,True,3,121162,反正那张牌我也不想用了。,5.0,,END_018,"['BATTLECRY', 'DEATHRATTLE']",无穷助祭,DRAGON,['DRAGON'],COMMON,TIME_TRAVEL,<b>战吼：</b>将你手牌中一张随机卡牌的法力值消耗变为无穷大！<b>亡语：</b>将其变回原本消耗。,MINION,,,,,,,,,,,,,,,,,,True,,普通,10.0,6.177836264338427,1.6186897114326293,术士
Patrik Bjorkstrom,5.0,,True,5,121166,“为了帕维克！”,6.0,,END_019,"['BATTLECRY', 'TAUNT']",末世幸存者,,,COMMON,TIME_TRAVEL,<b>嘲讽</b>。<b>战吼：</b>如果你的英雄在本回合受到过伤害，获得+3/+3。,MINION,,,,,,,,"['WARLOCK', 'WARRIOR']",,,,,,,,,,True,,普通,11.0,9.231275756211538,1.1916012792271236,
Mike Sass,2.0,WARRIOR,True,3,121171,*戳**戳*“我觉得那边很安全。”,5.0,,END_021,['BATTLECRY'],次元武器匠,DRAGON,['DRAGON'],COMMON,TIME_TRAVEL,<b>战吼：</b>使你手牌中所有随从牌和武器牌获得+2攻击力。,MINION,,,,,,,,,,,,,,,,,,True,,普通,7.0,6.177836264338427,1.1330827980028404,战士
Zoltan Boros,1.0,,True,1,121174,戴上眼镜的先知还能看得更远一点。,3.0,,END_022,,时光扭曲先知,DRAGON,['DRAGON'],COMMON,TIME_TRAVEL,"受伤时拥有
<b>法术伤害+2</b>。",MINION,,['SPELLPOWER'],,,,,,"['MAGE', 'WARRIOR']",,,,,,,,,,True,,普通,4.0,3.1243967724653157,1.2802471297023479,
Gabriel Lopes,3.0,,True,4,121189,随便吧，它无所谓。,6.0,,END_026,['TRIGGER_VISUAL'],虚无残遗,ELEMENTAL,['ELEMENTAL'],RARE,TIME_TRAVEL,在你对随从施放法术后，抽一张牌。,MINION,,,,,,,,"['MAGE', 'PRIEST']",,,,,,,,,,True,,稀有,9.0,7.704556010274983,1.1681399924924138,
Studio Hive,0.0,,True,2,121192,仔细一想，其实无毒。,4.0,,END_029,['TRIGGER_VISUAL'],巫毒图腾,TOTEM,['TOTEM'],COMMON,TIME_TRAVEL,在你的回合结束时，随机获取一张暗影法术牌。,MINION,,,,,,,,"['PRIEST', 'SHAMAN']",,,,,,,,,,True,,普通,4.0,4.651116518401871,0.8600085558326122,
Jim Nelson,4.0,SHAMAN,True,6,121193,捉虫高手，肚子里全是bug。,6.0,,END_030,"['ELUSIVE', 'TAUNT']",失控龙蛙,DRAGON,"['BEAST', 'DRAGON']",RARE,TIME_TRAVEL,<b>扰魔</b>。<b>嘲讽</b>。在本局对战中，你每<b>过载</b>一个法力水晶，本牌的法力值消耗便减少（1）点。,MINION,,['OVERLOAD'],,,,,,,,,,,,,,,,True,,稀有,10.0,10.757995502148095,0.9295411954767278,萨满
Jason Kang,3.0,,True,3,121194,这也太<i>阴</i>了。,3.0,,END_031,"['SPELLPOWER', 'STEALTH']",时光之末的阴影,UNDEAD,['UNDEAD'],COMMON,TIME_TRAVEL,<b>潜行</b>。<b>法术伤害+1</b>,MINION,,,,,,,,"['ROGUE', 'SHAMAN']",,,,,1.0,,,,,True,,普通,6.0,6.177836264338427,0.9712138268595775,
Slawomir Maniak,4.0,,True,4,121195,这桶炸鸡里多了一只翅膀！,4.0,,END_032,"['COMBO', 'RUSH']",飞翼畸变体,DRAGON,['DRAGON'],RARE,TIME_TRAVEL,<b>突袭</b>。<b><b>连击：</b>过载（2）</b>以获得<b>风怒</b>和在本回合中的<b>免疫</b>。,MINION,,"['IMMUNE', 'OVERLOAD', 'WINDFURY']",,,,,,"['ROGUE', 'SHAMAN']",,,,,,,,,,True,,稀有,8.0,7.704556010274983,1.0383466599932567,
Edgar Hidalgo,6.0,NEUTRAL,True,7,121196,一个字，觉。,8.0,,END_033,,先觉蜿变幼龙,DRAGON,['DRAGON'],COMMON,TIME_TRAVEL,<b>扰魔</b>。如果你的手牌中有其他龙牌，本牌的法力值消耗减少（3）点。,MINION,,['ELUSIVE'],,,,,,,,,,,,,,,,True,,普通,14.0,12.284715248084652,1.1396275548334573,中立
Ian Ameling,8.0,NEUTRAL,True,8,121197,如果你喂给龙一小块饼干，那他接下来还会要随从，要武器，甚至一整个地标。,6.0,,END_034,['BATTLECRY'],碎裂扫荡者,DRAGON,['DRAGON'],EPIC,TIME_TRAVEL,<b>战吼：</b>随机消灭敌方随从，地标和武器各一个。,MINION,,,,,,,,,,,,,,,,,,True,,史诗,14.0,13.811434994021205,1.0136528178325006,中立
Christina Kraus,5.0,NEUTRAL,True,5,121199,噩兆昭示着可怕的真相：这局对战最终一定会结束。,5.0,,END_035,['BATTLECRY'],末世之兆,DRAGON,['DRAGON'],RARE,TIME_TRAVEL,<b>战吼：</b>如果你的牌库中没有牌，摧毁敌方牌库顶的五张牌。,MINION,,,,,,,,,,,,,,,,,,True,,稀有,10.0,9.231275756211538,1.0832738902064758,中立
Juan Calle,3.0,NEUTRAL,True,4,121202,哪怕是最最纯洁的心灵，也会在某些未来中腐化堕落。只有在最最黑暗的时间线里，像克罗米这样的英雄才会变成邪恶的米罗克。,6.0,,END_036,"['AURA', 'BATTLECRY', 'DISCOVER', 'TRIGGER_VISUAL']",米罗克,,,LEGENDARY,TIME_TRAVEL,"你的<b>回溯</b>的两种结果
均会保留。<b>战吼：</b><b>发现</b>一张任意职业的<b>回溯</b>牌。",MINION,,,,True,,,,,,,,,,,,,,True,,传说,9.0,7.704556010274983,1.1681399924924138,中立
Kevin Sidharta,4.0,NEUTRAL,True,9,121203,绝境之中，姆诺兹多在最后一刻召唤出了各条时间线上的巨龙。不过最凶恶的那一条尚未现身……,6.0,,END_037,['BATTLECRY'],末世的姆诺兹多,,,LEGENDARY,TIME_TRAVEL,<b>战吼：</b>用随机的龙填满你的面板。为你的英雄恢复所有生命值。跳过你的下个回合。,MINION,,,,True,,,,,,True,,,,,,,,True,,传说,10.0,15.338154739957762,0.6519689082252366,中立
Ursula Dorada,1.0,PRIEST,True,2,117292,我们将魔法带到了这个世界，但各种灾难浩劫或许会带走这世界的魔法。,3.0,,FIR_777,"['BATTLECRY', 'LIFESTEAL', 'TAUNT']",卡多雷精魂,UNDEAD,['UNDEAD'],COMMON,EMERALD_DREAM,<b>嘲讽</b>。<b>吸血</b>。<b>战吼：</b>如果你在本回合中使用过英雄技能，获得+3/+3。,MINION,,,,,,,,,,,,,,,,,,True,,普通,4.0,4.651116518401871,0.8600085558326122,牧师
Dmitry Bolotov,9.0,SHAMAN,True,9,117294,专擅毁灭的神通王！,9.0,,FIR_778,"['DEATHRATTLE', 'TAUNT']",毁灭化身,ELEMENTAL,['ELEMENTAL'],COMMON,EMERALD_DREAM,"<b>嘲讽</b>
<b>亡语：</b>对所有敌方随从造成9点伤害。",MINION,,,,,,,,,,,,,,,,,,True,,普通,18.0,15.338154739957762,1.1735440348054258,萨满
Alex Stone,4.0,DEATHKNIGHT,True,5,115625,霜灼可比霜啄狠多了。,4.0,,FIR_901,['BATTLECRY'],霜灼巢母,DRAGON,['DRAGON'],RARE,EMERALD_DREAM,<b>战吼：</b>如果你的手牌中有具有<b>黑暗之赐</b>的随从牌，召唤两条4/4并具有<b>嘲讽</b>的龙。,MINION,,['TAUNT'],,,,,,,,,,,,,,,,True,,稀有,8.0,9.231275756211538,0.8666191121651807,
Alex Stone,2.0,DEMONHUNTER,True,2,115628,像邪能，那火焰，它使我受熬煎。,3.0,,FIR_904,['TRIGGER_VISUAL'],邪火爆焰,ELEMENTAL,['ELEMENTAL'],RARE,EMERALD_DREAM,"在你施放一个邪能
法术后，消灭本随从并对所有敌人造成
2点伤害。",MINION,,,,,,,,,,,,,,,,,,True,,稀有,5.0,4.651116518401871,1.0750106947907652,恶魔猎手
Matt Dixon,1.0,DRUID,True,1,115632,若不离本枝，一日而色变，二日就熟透了。,2.0,,FIR_908,['BATTLECRY'],火炭变色龙,BEAST,['BEAST'],COMMON,EMERALD_DREAM,<b>战吼：</b>如果你在本回合中使用过英雄技能，使一个友方随从获得+1/+2和<b>突袭</b>。,MINION,,['RUSH'],,,,获得+1/+2和<b>突袭</b>。,,,,,,,,,,,,True,,普通,3.0,3.1243967724653157,0.9601853472767609,德鲁伊
Edward Frayna,3.0,MAGE,True,4,115637,可怜的地狱火先锋，你为何这样蓝过？,6.0,,FIR_913,['TRIGGER_VISUAL'],地狱火先锋,ELEMENTAL,['ELEMENTAL'],COMMON,EMERALD_DREAM,在你施放一个火焰法术后，随机获取一张元素牌，其法力值消耗减少（3）点。,MINION,,,,,,,,,,,,,,,,,,True,,普通,9.0,7.704556010274983,1.1681399924924138,法师
Tanamaes Leejierasaes,3.0,ROGUE,True,4,115646,如果你被连拍上场十六次，你也是这副表情。,2.0,,FIR_919,['DEATHRATTLE'],永燃火凤,ELEMENTAL,"['ELEMENTAL', 'BEAST']",RARE,EMERALD_DREAM,在本回合中你每使用过一张牌，本牌的法力值消耗便减少（1）点。<b>亡语：</b>在回合结束时，获取另一张永燃火凤。,MINION,,,,,,,,,,,,,,,,,,True,,稀有,5.0,7.704556010274983,0.6489666624957855,潜行者
Ursula Dorada,2.0,NEUTRAL,True,3,115648,护花是为了择花。“她爱我……她不爱我……”,3.0,,FIR_921,['BATTLECRY'],花木护侍,DRAENEI,['DRAENEI'],RARE,EMERALD_DREAM,<b>战吼：</b>如果你已<b>灌注</b>过你的英雄技能两次，抽两张牌。,MINION,,['IMBUE'],,,,,,,,,,,,,,,,True,,稀有,5.0,6.177836264338427,0.8093448557163146,中立
Ivo Campelo da Silva,4.0,WARLOCK,True,4,115651,紫色代表隐秘。这是一团潜行的火。,3.0,,FIR_924,"['BATTLECRY', 'DISCOVER']",影焰猎豹,BEAST,"['ELEMENTAL', 'BEAST']",COMMON,EMERALD_DREAM,<b>战吼：</b><b>发现</b>一张具有<b>黑暗之赐</b>的恶魔牌，并获取一张它的复制。,MINION,,,,,,,,,,,,,,,,,,True,,普通,7.0,7.704556010274983,0.9085533274940997,术士
Matt Dixon,3.0,SHAMAN,True,3,115656,我不爱你！,2.0,,FIR_927,"['BATTLECRY', 'DISCOVER']",烬鳞雏龙,DRAGON,['DRAGON'],RARE,EMERALD_DREAM,<b>战吼：</b><b>发现</b>一张法力值消耗为（5）的牌。仅在下回合，获得1个法力水晶。,MINION,,,,,,,,,,,,,,,,,,True,,稀有,5.0,6.177836264338427,0.8093448557163146,萨满
James Ryman,5.0,WARRIOR,True,5,115653,“我把烈焰护在这儿，就藏在蹄子里。”,5.0,,FIR_928,['BATTLECRY'],烈焰守护者,,,RARE,EMERALD_DREAM,<b>战吼：</b>使你手牌中的所有随从牌获得+3/+3，这些牌会在3回合后摧毁。,MINION,,,,,,,,,,,,,,,,,,True,,稀有,10.0,9.231275756211538,1.0832738902064758,战士
Brian Despain,3.0,NEUTRAL,True,2,115655,“看看这家火。”,2.0,,FIR_929,['DEATHRATTLE'],活体烈焰,ELEMENTAL,['ELEMENTAL'],COMMON,EMERALD_DREAM,<b>亡语：</b>抽一张火焰法术牌。,MINION,,,,,,,,,,,,,,,,,,True,,普通,5.0,4.651116518401871,1.0750106947907652,中立
Mike Sass,4.0,NEUTRAL,True,6,115654,炎术师和驭焰者有什么区别？前者能熟练掌握两个名字的希腊语词根，而后者能将其付！之！一！炬！,4.0,,FIR_940,['BATTLECRY'],扎卡利驭焰者,,,EPIC,EMERALD_DREAM,<b>战吼：</b>如果你每张手牌的法力值消耗各不相同，使其法力值消耗减少（2）点。,MINION,,,,,,,,,,,,,,,,,,True,,史诗,8.0,10.757995502148095,0.7436329563813822,中立
Alex Horley Orlandelli,5.0,DEATHKNIGHT,True,8,115748,邪恶，燃起来了！,5.0,,FIR_951,"['BATTLECRY', 'RUSH', 'TAUNT']",沃尔科罗斯,ELEMENTAL,"['ELEMENTAL', 'BEAST']",LEGENDARY,EMERALD_DREAM,<b>突袭。嘲讽</b>。<b>战吼：</b>选择消耗10份，20份或30份<b>残骸</b>以获得等量属性值。,MINION,,,,True,"{'blood': 0, 'frost': 0, 'unholy': 2}",,,,,,,,,,,,,True,,传说,10.0,13.811434994021205,0.7240377270232147,
Slawomir Maniak,4.0,DEMONHUNTER,True,4,115749,10000年前就信了邪。,4.0,,FIR_952,"['BATTLECRY', 'DISCOVER']",灼热掠夺者,,,COMMON,EMERALD_DREAM,<b>战吼：</b><b>发现</b>一张邪能法术牌。使你手牌中邪能法术牌的法力值消耗减少（1）点。,MINION,,,,,,,,,,,,,,,,,,True,,普通,8.0,7.704556010274983,1.0383466599932567,恶魔猎手
Juan Calle,5.0,HUNTER,True,8,115751,千万不要提起零食，不然他的熔涎肯定淌得到处都是。,8.0,,FIR_953,"['RUSH', 'TRIGGER_VISUAL']",熔岩猎犬,BEAST,"['ELEMENTAL', 'BEAST']",RARE,EMERALD_DREAM,<b>突袭</b>。在本随从攻击随从并存活下来后，造成等同于本随从攻击力的伤害，随机分配到所有敌人身上。,MINION,,,,,,,,,,,,,,,,,,True,,稀有,13.0,13.811434994021205,0.941249045130179,猎人
Luca Zontini,3.0,WARLOCK,True,3,115754,在菲莱克的火力之下，哪怕是最虔诚的自然信徒也难免要燃起来。,3.0,,FIR_955,['TRIGGER_VISUAL'],烬根毁灭者,,,COMMON,EMERALD_DREAM,每当你的英雄在你的回合受到伤害，随机对一个敌方随从造成3点伤害。,MINION,,,,,,,,,,,,,,,,,,True,,普通,6.0,6.177836264338427,0.9712138268595775,术士
Gabor Szikszai,3.0,WARRIOR,True,4,115755,盘踞在岩浆池里的恶龟已经够酷了，何况它还属于龙族！,6.0,,FIR_956,['BATTLECRY'],龙龟,BEAST,"['BEAST', 'DRAGON']",RARE,EMERALD_DREAM,<b>战吼：</b>如果你的手牌中有具有<b>黑暗之赐</b>的随从牌，使你的英雄获得6点护甲值以及本回合中的+3攻击力。,MINION,,,,,,,,,,,,,,,,,,True,,稀有,9.0,7.704556010274983,1.1681399924924138,战士
James Ryman,4.0,NEUTRAL,True,4,115759,他能把你烧个火红。,3.0,,FIR_958,['DEATHRATTLE'],丁达尔·迅贤,,,LEGENDARY,EMERALD_DREAM,<b>亡语：</b>对所有敌人造成1点伤害。如果此时是你对手的回合，改为造成4点。,MINION,,,,True,,,,,,,,,,,,,,True,,传说,7.0,7.704556010274983,0.9085533274940997,中立
Kevin Sidharta,7.0,NEUTRAL,True,10,115756,起初，菲莱克单纯只是想消除泰坦的影响，可暗影烈焰渐渐扭曲了他的心智，将其拖入了邪恶的深渊。如今，他挥舞着梦境之瞑，渴望将这世界化为灰烬。,7.0,,FIR_959,['BATTLECRY'],火光之龙菲莱克,DRAGON,['DRAGON'],LEGENDARY,EMERALD_DREAM,<b>免疫</b>火焰法术。<b>战吼：</b>随机对敌人施放消耗总计15点法力值的火焰法术。,MINION,,['IMMUNE'],,True,,,,,,True,,,,,,,,True,,传说,14.0,16.86487448589432,0.8301277315588395,中立
Ramzy Kamen,5.0,HUNTER,True,5,115960,狗狗是龙族最好的朋友。,4.0,,FIR_960,['BATTLECRY'],龙裔护育师,DRAGON,['DRAGON'],COMMON,EMERALD_DREAM,<b>战吼：</b>复制你手牌中法力值消耗最低的野兽牌。,MINION,,,,,,,,,,,,HORDE,,,,,,True,,普通,9.0,9.231275756211538,0.9749465011858283,猎人
Felideus Bubastis,3.0,PALADIN,True,2,115972,枝叶本生同一树，大难临头各自灰。,2.0,,FIR_961,['BATTLECRY'],灰叶树精,,,RARE,EMERALD_DREAM,<b>战吼：</b>如果你的手牌中有法力值消耗大于或等于（5）点的法术牌，获得<b>圣盾</b>和<b>吸血</b>。,MINION,,"['DIVINE_SHIELD', 'LIFESTEAL']",,,,,,,,,,,,,,,,True,,稀有,5.0,4.651116518401871,1.0750106947907652,圣骑士
Dave Kendall,2.0,DEATHKNIGHT,True,2,78353,敬请期待：手牌通灵师和牌库通灵师。,2.0,使用死亡骑士赢得50场对战后解锁。,RLK_061,['TRIGGER_VISUAL'],战场通灵师,,,COMMON,CORE,在你的回合结束时，将一份<b>残骸</b>复活为1/3并具有<b>嘲讽</b>的复活的步兵。,MINION,,['TAUNT'],,,"{'blood': 0, 'frost': 0, 'unholy': 2}",,,,,,,,,,与死亡骑士职业一同解锁。,,,,,普通,4.0,4.651116518401871,0.8600085558326122,
Valeria Styajkina,3.0,DEATHKNIGHT,True,4,86731,天生的领袖。复生了也还是领袖。,3.0,使用死亡骑士赢得500场对战后解锁。,RLK_223,"['BATTLECRY', 'DEATHRATTLE', 'REBORN']",萨萨里安,UNDEAD,['UNDEAD'],LEGENDARY,CORE,<b>复生</b>。<b>战吼，亡语：</b>随机对一个敌人造成2点伤害。,MINION,,,,True,"{'blood': 0, 'frost': 1, 'unholy': 0}",,,,,,,,,,与死亡骑士职业一同解锁。,,,,,传说,6.0,7.704556010274983,0.7787599949949425,
MAR Studio,1.0,DEATHKNIGHT,True,1,80818,包在它身上。,3.0,使用死亡骑士赢得50场对战后解锁。,RLK_503,['BATTLECRY'],扛包收尸人,UNDEAD,['UNDEAD'],COMMON,CORE,<b>战吼：</b>获得一份<b>残骸</b>。,MINION,,,,,,,,,,,,,,,与死亡骑士职业一同解锁。,,,,,普通,4.0,3.1243967724653157,1.2802471297023479,
Angelina Chernyak,3.0,DEATHKNIGHT,True,2,81972,寒冬：它先请。,2.0,使用死亡骑士赢得50场对战后解锁。,RLK_511,['DEATHRATTLE'],寒冬先锋,UNDEAD,['UNDEAD'],COMMON,CORE,<b>亡语：</b>抽一张冰霜法术牌。,MINION,,,,,"{'blood': 0, 'frost': 1, 'unholy': 0}",,,,,,,,,,与死亡骑士职业一同解锁。,,,,,普通,5.0,4.651116518401871,1.0750106947907652,
Greg Staples,2.0,DEATHKNIGHT,True,3,80647,零上十五度，大家都说冷，男爵很不爽。,2.0,使用死亡骑士赢得50场对战后解锁。,RLK_708,"['BATTLECRY', 'DEATHRATTLE']",堕寒男爵,UNDEAD,"['UNDEAD', 'DRAENEI']",COMMON,CORE,<b>战吼，亡语：</b>抽一张牌。,MINION,,,,,,,,,,,,,,,与死亡骑士职业一同解锁。,,,,,普通,4.0,6.177836264338427,0.6474758845730517,
Mauricio Herrera,5.0,DEATHKNIGHT,True,6,80819,侏儒的口感嘛，怪好嚼的。,6.0,使用死亡骑士赢得50场对战后解锁。,RLK_720,"['LIFESTEAL', 'TAUNT', 'TRIGGER_VISUAL']",侏儒嚼嚼怪,UNDEAD,['UNDEAD'],COMMON,CORE,<b>嘲讽</b>，<b>吸血</b>。在你的回合结束时，攻击生命值最低的敌人。,MINION,,,,,,,,,,,,,,,与死亡骑士职业一同解锁。,,,,,普通,11.0,10.757995502148095,1.0224953150244005,
Kevin Sidharta,1.0,DEATHKNIGHT,True,1,86190,不仅保你背后无忧，还能助你一臂之力。,2.0,使用死亡骑士赢得50场对战后解锁。,RLK_958,['BATTLECRY'],骷髅帮手,UNDEAD,['UNDEAD'],COMMON,CORE,<b>战吼：</b>使一个友方亡灵获得+2攻击力。,MINION,,,,,,使一个友方亡灵获得+2攻击力。,,,,,,,,,与死亡骑士职业一同解锁。,,1.0,,,普通,3.0,3.1243967724653157,0.9601853472767609,
Christina Kraus,3.0,NEUTRAL,True,5,119312,连出四张死亡轮盘的概率微乎其微。这也算是一种幸运！,5.0,,TIME_002,['BATTLECRY'],永世巫师,,,COMMON,TIME_TRAVEL,"<b>回溯</b>。<b>战吼：</b>随机获取2张你职业的
法术牌。",MINION,,,,,,,,,,,,,,,,,,,,普通,8.0,9.231275756211538,0.8666191121651807,中立
Ramzy Kamen,2.0,NEUTRAL,True,3,119314,“不要再抽鼬鼠挖掘工了！”,2.0,打开<i>穿越时间流</i>金色包后可解锁。,TIME_003,['BATTLECRY'],传送门卫士,DRAGON,['DRAGON'],RARE,TIME_TRAVEL,<b>回溯</b>。<b>战吼：</b>随机抽一张随从牌，使其获得+2/+2。,MINION,,,,,,,,,,,,,,,打开<i>穿越时间流</i>卡牌包后可解锁。,,,,,稀有,4.0,6.177836264338427,0.6474758845730517,中立
Ian Ameling,7.0,NEUTRAL,True,7,119317,请把我的仇家全都扫掉。,7.0,购买<i>穿越时间流</i>炉石通行证后开放解锁。,TIME_004,['BATTLECRY'],时光流汇扫荡者,DRAGON,['DRAGON'],EPIC,TIME_TRAVEL,"<b>回溯</b>。<b>战吼：</b>随机对一个敌人造成7点
伤害。",MINION,,,,,,,,,,,,,,,,,,,,史诗,14.0,12.284715248084652,1.1396275548334573,中立
